Sendungsnummer,length_cm,width_cm,height_cm,weight_in_g,fragile,perishable,house_number,street,post_code,city,date
1004,34,13,27,590,1,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1005,151,268,212,11390,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1006,116,256,176,30490,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1007,21,7,22,3050,0,1,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1008,77,93,38,380,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
1009,88,39,4,1400,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
1010,98,88,3,1680,1,1,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1011,84,93,42,1210,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1012,96,56,56,560,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1013,127,65,8,10700,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1014,60,154,19,2020,1,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1015,95,20,39,3370,0,1,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1016,119,65,12,2010,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1017,28,34,82,11150,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1018,75,61,28,1860,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1019,92,153,156,2930,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1020,79,110,9,2490,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1021,61,26,15,1880,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1022,55,54,181,4650,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1023,170,29,124,4100,1,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1024,56,20,168,710,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1025,227,59,51,1910,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1026,118,28,97,340,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1027,17,81,77,4330,0,1,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1028,210,57,108,2440,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1029,220,65,25,4620,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1030,16,22,66,520,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1031,106,94,44,8630,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1032,91,96,24,360,0,1,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1033,160,19,45,620,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1034,32,29,49,440,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1035,78,57,86,1330,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1036,108,121,120,15550,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1037,16,145,76,2370,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1038,81,126,62,2070,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1039,59,8,38,4420,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1040,284,120,45,1620,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1041,87,27,8,1220,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1042,127,120,70,1130,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1043,165,124,114,16160,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1044,203,58,123,1190,1,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
1045,93,64,45,11930,0,1,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
1046,120,13,10,1880,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
1047,43,158,23,3050,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1048,61,149,52,1190,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1049,34,6,44,3990,1,1,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
1050,98,40,209,210,0,1,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1051,119,122,1,9650,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1052,70,142,32,3640,0,1,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1053,45,88,134,3910,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1054,95,86,191,2160,1,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1055,68,5,22,580,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1056,12,78,96,4280,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1057,144,40,51,1620,0,1,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1058,158,77,82,1550,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1059,147,51,52,1260,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1060,252,54,39,460,1,1,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1061,14,34,201,340,1,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1062,74,80,29,230,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1063,120,126,63,6400,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1064,113,94,68,660,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1065,44,5,19,3950,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1066,98,33,8,1640,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1067,34,119,216,420,1,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1068,64,118,43,4890,1,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1069,43,65,88,4330,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1070,25,86,56,1810,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1071,91,223,95,4530,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1072,61,113,16,980,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1073,24,49,53,2300,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
1074,175,74,8,1830,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1075,42,13,5,1880,0,1,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1076,271,13,61,750,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1077,11,76,42,1230,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1078,97,50,17,920,1,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1079,176,154,214,6200,0,1,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1080,71,147,49,400,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1081,141,148,65,5710,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1082,179,133,46,1990,1,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1083,92,122,83,2990,0,1,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1084,21,95,9,1350,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1085,261,247,206,25050,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1086,17,124,136,50,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1087,150,99,46,2250,1,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1088,37,94,39,1080,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
1089,122,157,202,4740,0,1,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1090,75,34,13,1790,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1091,96,150,210,3700,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1092,118,108,144,19400,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1093,94,33,18,4770,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1094,27,22,11,2200,1,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1095,14,122,148,1440,1,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1096,52,111,82,700,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1097,164,7,148,910,1,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1098,179,135,30,1090,0,1,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1099,69,63,17,870,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
1100,157,76,86,14580,1,1,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
1101,14,53,73,1710,0,1,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1102,147,176,176,14640,1,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1103,83,33,6,7300,0,1,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1104,67,145,38,1850,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1105,83,128,74,700,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1106,83,40,169,1130,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1107,154,10,206,260,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1108,49,21,127,2250,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1109,18,65,42,4620,0,1,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1110,292,64,75,4560,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1111,112,43,107,3850,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1112,166,254,216,28910,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1113,134,144,127,16580,0,1,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1114,116,115,72,5790,1,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1115,98,56,51,2430,0,1,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1116,88,62,130,1020,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1117,80,79,3,4230,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1118,89,116,92,1240,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1119,82,97,113,1350,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1120,97,72,2,1800,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1121,121,9,11,3080,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1122,270,44,62,2380,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1123,151,132,117,1160,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1124,89,63,6,1020,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1125,86,112,183,3750,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1126,67,76,13,1700,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1127,30,268,47,720,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1128,163,279,63,1720,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1129,224,122,66,20350,0,1,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1130,58,119,84,1460,0,1,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1131,270,21,29,2790,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
1132,10,159,156,800,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1133,34,135,56,830,1,1,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1134,200,153,29,410,1,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1135,14,8,66,3100,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1136,25,151,114,360,0,1,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1137,168,39,100,9750,0,1,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1138,195,184,211,30710,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1139,295,65,103,10800,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1140,81,39,18,580,0,1,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1141,216,86,34,2200,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1142,103,150,18,1940,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1143,146,96,157,4140,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1144,152,105,102,16330,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1145,21,57,181,4590,0,1,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1146,159,22,51,2210,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
1147,207,72,51,1930,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1148,42,153,22,2200,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1149,12,159,133,2360,1,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1150,114,32,63,9700,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1151,60,45,56,1520,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1152,160,139,39,4530,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1153,24,99,88,420,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1154,53,32,46,1880,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1155,145,79,132,2590,0,1,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1156,138,142,161,3270,0,1,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1157,93,158,4,2390,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1158,36,17,84,100,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1159,85,42,39,9650,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1160,232,37,7,1830,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1161,135,98,81,1090,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
1162,169,121,171,3160,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1163,240,138,28,1320,0,1,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1164,127,112,77,24020,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1165,68,33,128,1120,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
1166,49,125,180,9220,1,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1167,60,132,206,2070,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1168,117,77,2,570,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1169,98,158,75,10130,1,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
1170,163,154,63,590,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1171,245,92,108,7460,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
1172,88,45,23,12140,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1173,280,55,23,410,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
1174,78,145,82,1610,0,1,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1175,106,15,53,870,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1176,196,33,33,1090,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1177,62,147,31,9510,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1178,174,132,35,860,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1179,79,265,12,670,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
1180,12,75,61,150,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
1181,83,93,97,3440,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
1182,52,61,47,1880,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
1183,57,15,31,770,0,1,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1184,82,194,62,740,1,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1185,53,77,7,3310,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1186,63,135,64,2990,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1187,88,135,112,11130,1,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1188,125,7,97,1500,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1189,107,58,116,1870,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1190,112,46,9,120,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1191,94,68,136,700,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1192,154,68,157,1580,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1193,161,168,118,160,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
1194,77,112,21,140,1,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1195,170,37,180,28200,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1196,41,124,43,1470,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1197,42,82,64,1070,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1198,96,203,50,140,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1199,75,26,107,10810,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1200,112,62,58,2010,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1201,62,5,109,2550,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1202,76,39,127,1290,1,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
1203,95,107,27,3370,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1204,87,149,129,9780,1,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1205,82,95,121,930,1,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1206,104,159,167,14730,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1207,77,87,64,1520,1,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
1208,54,11,18,1880,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
1209,36,135,173,13170,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
1210,169,153,11,4190,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1211,257,48,8,2390,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1212,137,120,86,20550,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1213,10,48,48,2310,0,1,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
1214,110,146,75,2100,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1215,64,95,89,1270,1,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1216,61,131,9,1820,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1217,94,14,9,9070,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
1218,80,55,65,1720,1,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
1219,229,98,92,1550,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
1220,67,98,189,480,0,1,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1221,146,138,37,1490,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1222,153,141,19,2360,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
1223,178,40,172,280,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
1224,145,9,147,2260,1,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1225,175,146,15,15990,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1226,19,84,16,2110,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1227,174,246,62,910,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1228,124,61,10,1000,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1229,73,88,65,1060,0,1,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1230,68,159,20,1550,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1231,31,157,27,4050,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1232,120,107,95,6980,0,1,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1233,146,43,32,2160,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1234,66,62,28,1130,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1235,67,112,43,160,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1236,46,157,133,4520,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
1237,36,264,3,1840,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1238,45,135,48,1410,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1239,31,35,16,2480,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
1240,155,31,121,370,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1241,48,19,47,1060,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
1242,85,156,31,11130,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1243,120,145,100,23070,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1244,136,145,80,3220,0,1,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1245,170,33,17,1170,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1246,132,278,37,320,1,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1247,22,144,27,7710,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
1248,13,16,39,3500,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1249,242,80,66,2520,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
1250,135,93,82,2450,0,1,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1251,31,42,188,3580,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1252,68,30,124,1790,1,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1253,266,157,137,23510,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1254,260,139,128,30750,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1255,35,68,29,1590,1,1,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1256,108,42,135,1850,1,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1257,156,66,167,10790,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1258,56,238,47,170,1,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1259,179,151,148,29940,0,1,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1260,146,81,28,1690,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1261,64,179,31,1430,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1262,94,126,109,3540,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1263,31,23,1,1280,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1264,264,87,141,4680,0,1,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1265,70,87,58,560,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1266,212,69,29,4400,1,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
1267,52,130,26,440,0,1,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1268,24,21,119,10030,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
1269,173,90,28,410,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
